x,y
1.0000000000000000e+00,9.7587760000000003e+01
2.0000000000000000e+00,9.7763440000000003e+01
3.0000000000000000e+00,9.6567049999999995e+01
4.0000000000000000e+00,9.2520370000000000e+01
5.0000000000000000e+00,9.1150970000000001e+01
6.0000000000000000e+00,9.5217280000000002e+01
7.0000000000000000e+00,9.0213549999999998e+01
8.0000000000000000e+00,8.9292349999999999e+01
9.0000000000000000e+00,9.1514790000000005e+01
1.0000000000000000e+01,8.9609650000000002e+01
1.1000000000000000e+01,8.6561869999999999e+01
1.2000000000000000e+01,8.5553150000000002e+01
1.3000000000000000e+01,8.7130529999999993e+01
1.4000000000000000e+01,8.5679379999999995e+01
1.5000000000000000e+01,8.0048490000000001e+01
1.6000000000000000e+01,8.2189220000000006e+01
1.7000000000000000e+01,8.7240780000000001e+01
1.8000000000000000e+01,8.0794010000000000e+01
1.9000000000000000e+01,8.1285640000000001e+01
2.0000000000000000e+01,8.1569320000000005e+01
2.1000000000000000e+01,7.9227029999999999e+01
2.2000000000000000e+01,7.9432590000000005e+01
2.3000000000000000e+01,7.7901740000000004e+01
2.4000000000000000e+01,7.6754379999999998e+01
2.5000000000000000e+01,7.7173379999999995e+01
2.6000000000000000e+01,7.4272959999999998e+01
2.7000000000000000e+01,7.3118300000000005e+01
2.8000000000000000e+01,7.3847319999999996e+01
2.9000000000000000e+01,7.2477459999999994e+01
3.0000000000000000e+01,7.1921279999999996e+01
3.1000000000000000e+01,6.6919619999999995e+01
3.2000000000000000e+01,6.7935540000000003e+01
3.3000000000000000e+01,6.9558409999999995e+01
3.4000000000000000e+01,6.9065920000000006e+01
3.5000000000000000e+01,6.6533709999999999e+01
3.6000000000000000e+01,6.3870939999999997e+01
3.7000000000000000e+01,6.9705259999999996e+01
3.8000000000000000e+01,6.3592950000000002e+01
3.9000000000000000e+01,6.3355089999999997e+01
4.0000000000000000e+01,5.9997470000000000e+01
4.1000000000000000e+01,6.2648429999999998e+01
4.2000000000000000e+01,6.5773449999999997e+01
4.3000000000000000e+01,5.9101410000000001e+01
4.4000000000000000e+01,5.6577500000000001e+01
4.5000000000000000e+01,6.1153129999999997e+01
4.6000000000000000e+01,5.4307670000000002e+01
4.7000000000000000e+01,6.2835349999999998e+01
4.8000000000000000e+01,5.6529570000000000e+01
4.9000000000000000e+01,5.6984270000000002e+01
5.0000000000000000e+01,5.8114590000000000e+01
5.1000000000000000e+01,5.8695760000000000e+01
5.2000000000000000e+01,5.8233220000000003e+01
5.3000000000000000e+01,5.4904899999999998e+01
5.4000000000000000e+01,5.7914420000000000e+01
5.5000000000000000e+01,5.6966290000000001e+01
5.6000000000000000e+01,5.1138309999999997e+01
5.7000000000000000e+01,4.9271230000000003e+01
5.8000000000000000e+01,5.2926679999999998e+01
5.9000000000000000e+01,5.4476930000000003e+01
6.0000000000000000e+01,5.1817100000000003e+01
6.1000000000000000e+01,5.1054009999999998e+01
6.2000000000000000e+01,5.2517310000000002e+01
6.3000000000000000e+01,5.1837100000000000e+01
6.4000000000000000e+01,5.4481960000000001e+01
6.5000000000000000e+01,4.9058590000000002e+01
6.6000000000000000e+01,5.0523150000000001e+01
6.7000000000000000e+01,5.0327550000000002e+01
6.8000000000000000e+01,4.6444189999999999e+01
6.9000000000000000e+01,5.0892809999999997e+01
7.0000000000000000e+01,5.2132030000000000e+01
7.1000000000000000e+01,4.9787410000000001e+01
7.2000000000000000e+01,4.9016370000000002e+01
7.3000000000000000e+01,5.4181980000000003e+01
7.4000000000000000e+01,5.3174560000000000e+01
7.5000000000000000e+01,5.3208269999999999e+01
7.6000000000000000e+01,5.7434590000000000e+01
7.7000000000000000e+01,5.1952820000000003e+01
7.8000000000000000e+01,5.4202820000000003e+01
7.9000000000000000e+01,5.7466870000000000e+01
8.0000000000000000e+01,5.3602679999999999e+01
8.1000000000000000e+01,5.8867280000000001e+01
8.2000000000000000e+01,5.7666519999999998e+01
8.3000000000000000e+01,6.3710340000000002e+01
8.4000000000000000e+01,6.5242440000000002e+01
8.5000000000000000e+01,6.5108779999999996e+01
8.6000000000000000e+01,6.9963130000000007e+01
8.7000000000000000e+01,6.8854749999999996e+01
8.8000000000000000e+01,7.3325739999999996e+01
