j1,j2,j3,j4,j5,j6,j7,j8
9.9104037877288365e-01,-9.4049731945546668e+01,2.4017347816209608e-14,-1.2118193014146719e-12,6.7861880879221629e-12,1.0531513477440116e-21,-5.4017185777138091e-20,3.7541944115110970e-19
9.8216103235830077e-01,-1.8641416394160549e+02,4.1941525361922238e-14,-2.0973069464856023e-12,1.1640053552995092e-11,2.1049399783397356e-21,-1.0718775357701601e-19,7.3959549968141053e-19
9.7336124152433678e-01,-2.7711594546197875e+02,7.2877240958196922e-14,-3.6114316756834481e-12,1.9862874216258967e-11,4.1861730061459700e-21,-2.1162360397969718e-19,1.4496216872609257e-18
9.6464029348312308e-01,-3.6617745540619353e+02,1.2599930548477415e-13,-6.1871328961770921e-12,3.3719874284165148e-11,8.2836770076828591e-21,-4.1570804695355654e-19,2.8268147192841845e-18
9.5599748183309996e-01,-4.5362080512980594e+02,2.1675688826189617e-13,-1.0546089641494295e-11,5.6948884064069200e-11,1.6310139226701858e-20,-8.1248958557815304e-19,5.4843047026525336e-18
9.4743210650179832e-01,-5.3946784144212404e+02,3.7102757830947319e-13,-1.7884827871040690e-11,9.5683829110067696e-11,3.1953667177483426e-20,-1.5799810272578453e-18,1.0585872882627564e-17
9.3894347368913322e-01,-6.2374014957169129e+02,6.3192858851753677e-13,-3.0176485887477930e-11,1.5993537520363304e-10,6.2289131285356644e-20,-3.0569636960914478e-18,2.0328808579008129e-17
9.3053089581120574e-01,-7.0645905609986744e+02,1.0709232382508077e-12,-5.0657346477358832e-11,2.6595106900613382e-10,1.2081820198999709e-19,-5.8848129825287781e-18,3.8839765684689936e-17
9.2219369144460805e-01,-7.8764563186283976e+02,1.8058314375132171e-12,-8.4606814510369251e-11,4.3995543545392010e-10,2.3317446562461088e-19,-1.1271420493828065e-17,7.3827804234573832e-17
9.1393118527122819e-01,-8.6732069482239558e+02,3.0298742467236514e-12,-1.4059070985934749e-10,7.2404215577563961e-10,4.4777324417183015e-19,-2.1479682522922694e-17,1.3961793639899750e-16
9.0574270802354850e-01,-9.4550481290578239e+02,5.0582527428437852e-12,-2.3243177178641476e-10,1.1854020361107153e-09,8.5558628969028639e-19,-4.0726762975547320e-17,2.6268762119228020e-16
8.9762759643043488e-01,-1.0222183068149794e+03,8.4024313964842976e-12,-3.8231482975573373e-10,1.9306898902664554e-09,1.6266646214532430e-18,-7.6830623400479578e-17,4.9171598976306924e-16
8.8958519316341134e-01,-1.0974812528057007e+03,1.3887943864964021e-11,-6.2565187111662906e-10,3.1282593555831452e-09,3.0772356381525148e-18,-1.4420849371074128e-16,9.1572393506320718e-16
8.8161484678341606e-01,-1.1713134854364466e+03,2.2840176579937026e-11,-1.0186604553769013e-09,5.0423692541156611e-09,5.7923128853948710e-18,-2.6930779529354913e-16,1.6966391103493595e-15
8.7371591168803442e-01,-1.2437346002879169e+03,3.7375713279442560e-11,-1.6501003655741097e-09,8.0854917913131367e-09,1.0848552640429378e-17,-5.0038949053980502e-16,3.1274343158737814e-15
8.6588774805920499e-01,-1.3147639566530970e+03,6.0856651055183322e-11,-2.6593443661349281e-09,1.2897820175754401e-08,2.0217158486953467e-17,-9.2505630372904269e-16,5.7353490831200653e-15
8.5812972181139380e-01,-1.3844206801983219e+03,9.8595055759915160e-11,-4.2640389715048101e-09,2.0467387063223090e-08,3.7488404577454511e-17,-1.7014862185569277e-15,1.0464140244125106e-14
