x,y
4.0000000000000000e+00,1.9570000000000001e-01
2.0000000000000000e+00,1.9470000000000001e-01
1.0000000000000000e+00,1.7349999999999999e-01
5.0000000000000000e-01,1.6000000000000000e-01
2.5000000000000000e-01,8.4400000000000003e-02
1.6700000000000001e-01,6.2700000000000006e-02
1.2500000000000000e-01,4.5600000000000002e-02
1.0000000000000001e-01,3.4200000000000001e-02
8.3299999999999999e-02,3.2300000000000002e-02
7.1400000000000005e-02,2.3500000000000000e-02
6.2500000000000000e-02,2.4600000000000000e-02
