x,y
5.0000000000000000e-01,9.2900000000000006e+01
6.2500000000000000e-01,7.8700000000000003e+01
7.5000000000000000e-01,6.4200000000000003e+01
8.7500000000000000e-01,6.4900000000000006e+01
1.0000000000000000e+00,5.7100000000000001e+01
1.2500000000000000e+00,4.3299999999999997e+01
1.7500000000000000e+00,3.1100000000000001e+01
2.2500000000000000e+00,2.3600000000000001e+01
1.7500000000000000e+00,3.1050000000000001e+01
2.2500000000000000e+00,2.3774999999999999e+01
2.7500000000000000e+00,1.7737500000000001e+01
3.2500000000000000e+00,1.3800000000000001e+01
3.7500000000000000e+00,1.1587500000000000e+01
4.2500000000000000e+00,9.4124999999999996e+00
4.7500000000000000e+00,7.7249999999999996e+00
5.2500000000000000e+00,7.3499999999999996e+00
5.7500000000000000e+00,8.0250000000000004e+00
5.0000000000000000e-01,9.0599999999999994e+01
6.2500000000000000e-01,7.6900000000000006e+01
7.5000000000000000e-01,7.1599999999999994e+01
8.7500000000000000e-01,6.3600000000000001e+01
1.0000000000000000e+00,5.4000000000000000e+01
1.2500000000000000e+00,3.9200000000000003e+01
1.7500000000000000e+00,2.9300000000000001e+01
2.2500000000000000e+00,2.1399999999999999e+01
1.7500000000000000e+00,2.9175000000000001e+01
2.2500000000000000e+00,2.2125000000000000e+01
2.7500000000000000e+00,1.7512499999999999e+01
3.2500000000000000e+00,1.4250000000000000e+01
3.7500000000000000e+00,9.4499999999999993e+00
4.2500000000000000e+00,9.1500000000000004e+00
4.7500000000000000e+00,7.9124999999999996e+00
5.2500000000000000e+00,8.4749999999999996e+00
5.7500000000000000e+00,6.1124999999999998e+00
5.0000000000000000e-01,8.0000000000000000e+01
6.2500000000000000e-01,7.9000000000000000e+01
7.5000000000000000e-01,6.3799999999999997e+01
8.7500000000000000e-01,5.7200000000000003e+01
1.0000000000000000e+00,5.3200000000000003e+01
1.2500000000000000e+00,4.2500000000000000e+01
1.7500000000000000e+00,2.6800000000000001e+01
2.2500000000000000e+00,2.0399999999999999e+01
1.7500000000000000e+00,2.6850000000000001e+01
2.2500000000000000e+00,2.1000000000000000e+01
2.7500000000000000e+00,1.6462499999999999e+01
3.2500000000000000e+00,1.2525000000000000e+01
3.7500000000000000e+00,1.0537500000000000e+01
4.2500000000000000e+00,8.5875000000000004e+00
4.7500000000000000e+00,7.1250000000000000e+00
5.2500000000000000e+00,6.1124999999999998e+00
5.7500000000000000e+00,5.9625000000000004e+00
5.0000000000000000e-01,7.4099999999999994e+01
6.2500000000000000e-01,6.7299999999999997e+01
7.5000000000000000e-01,6.0799999999999997e+01
8.7500000000000000e-01,5.5500000000000000e+01
1.0000000000000000e+00,5.0299999999999997e+01
1.2500000000000000e+00,4.1000000000000000e+01
1.7500000000000000e+00,2.9399999999999999e+01
2.2500000000000000e+00,2.0399999999999999e+01
1.7500000000000000e+00,2.9362500000000001e+01
2.2500000000000000e+00,2.1149999999999999e+01
2.7500000000000000e+00,1.6762499999999999e+01
3.2500000000000000e+00,1.3199999999999999e+01
3.7500000000000000e+00,1.0875000000000000e+01
4.2500000000000000e+00,8.1750000000000007e+00
4.7500000000000000e+00,7.3499999999999996e+00
5.2500000000000000e+00,5.9625000000000004e+00
5.7500000000000000e+00,5.6250000000000000e+00
5.0000000000000000e-01,8.1500000000000000e+01
7.5000000000000000e-01,6.2399999999999999e+01
1.5000000000000000e+00,3.2500000000000000e+01
3.0000000000000000e+00,1.2410000000000000e+01
3.0000000000000000e+00,1.3119999999999999e+01
3.0000000000000000e+00,1.5560000000000000e+01
6.0000000000000000e+00,5.6299999999999999e+00
5.0000000000000000e-01,7.8000000000000000e+01
7.5000000000000000e-01,5.9899999999999999e+01
1.5000000000000000e+00,3.3200000000000003e+01
3.0000000000000000e+00,1.3840000000000000e+01
3.0000000000000000e+00,1.2750000000000000e+01
3.0000000000000000e+00,1.4619999999999999e+01
6.0000000000000000e+00,3.9399999999999999e+00
5.0000000000000000e-01,7.6799999999999997e+01
7.5000000000000000e-01,6.1000000000000000e+01
1.5000000000000000e+00,3.2899999999999999e+01
3.0000000000000000e+00,1.3869999999999999e+01
3.0000000000000000e+00,1.1810000000000000e+01
3.0000000000000000e+00,1.3310000000000000e+01
6.0000000000000000e+00,5.4400000000000004e+00
5.0000000000000000e-01,7.8000000000000000e+01
7.5000000000000000e-01,6.3500000000000000e+01
1.5000000000000000e+00,3.3799999999999997e+01
3.0000000000000000e+00,1.2560000000000000e+01
6.0000000000000000e+00,5.6299999999999999e+00
3.0000000000000000e+00,1.2750000000000000e+01
3.0000000000000000e+00,1.3119999999999999e+01
6.0000000000000000e+00,5.4400000000000004e+00
