j1,j2,j3
-2.3780735612517852e+01,-2.3780735612517851e+03,-1.1890367806258926e+03
-2.6094807300374327e+01,-1.8556307413599523e+03,-1.1597692133499702e+03
-2.7832304589856584e+01,-1.4843895781256842e+03,-1.1132921835942632e+03
-2.9152418643437009e+01,-1.2115290864804990e+03,-1.0600879506704366e+03
-3.0161247267865317e+01,-1.0053749089288440e+03,-1.0053749089288440e+03
-3.1517746520878404e+01,-7.2040563476293494e+02,-9.0050704345366864e+02
-3.2645550807691393e+01,-4.1454667692306532e+02,-7.2545668461536434e+02
-3.2666572585610879e+01,-2.6397230372210811e+02,-5.9393768337474330e+02
-3.2645550807691393e+01,-4.1454667692306532e+02,-7.2545668461536434e+02
-3.2666572585610879e+01,-2.6397230372210811e+02,-5.9393768337474330e+02
-3.2135743674902514e+01,-1.7978038419525879e+02,-4.9439605653696174e+02
-3.1309518657823130e+01,-1.2844930731414618e+02,-4.1746024877097506e+02
-3.0321585829013483e+01,-9.5126543777297215e+01,-3.5672453916486455e+02
-2.9247595650545801e+01,-7.2439865388348736e+01,-3.0786942790048209e+02
-2.8132895411512813e+01,-5.6406807842632212e+01,-2.6793233725250298e+02
-2.7005788373267649e+01,-4.4730084262141041e+01,-2.3483294237624045e+02
-2.5884423965119961e+01,-3.6013111603645164e+01,-2.0707539172095969e+02
-2.3780735612517852e+01,-2.3780735612517851e+03,-1.1890367806258926e+03
-2.6094807300374327e+01,-1.8556307413599523e+03,-1.1597692133499702e+03
-2.7832304589856584e+01,-1.4843895781256842e+03,-1.1132921835942632e+03
-2.9152418643437009e+01,-1.2115290864804990e+03,-1.0600879506704366e+03
-3.0161247267865317e+01,-1.0053749089288440e+03,-1.0053749089288440e+03
-3.1517746520878404e+01,-7.2040563476293494e+02,-9.0050704345366864e+02
-3.2645550807691393e+01,-4.1454667692306532e+02,-7.2545668461536434e+02
-3.2666572585610879e+01,-2.6397230372210811e+02,-5.9393768337474330e+02
-3.2645550807691393e+01,-4.1454667692306532e+02,-7.2545668461536434e+02
-3.2666572585610879e+01,-2.6397230372210811e+02,-5.9393768337474330e+02
-3.2135743674902514e+01,-1.7978038419525879e+02,-4.9439605653696174e+02
-3.1309518657823130e+01,-1.2844930731414618e+02,-4.1746024877097506e+02
-3.0321585829013483e+01,-9.5126543777297215e+01,-3.5672453916486455e+02
-2.9247595650545801e+01,-7.2439865388348736e+01,-3.0786942790048209e+02
-2.8132895411512813e+01,-5.6406807842632212e+01,-2.6793233725250298e+02
-2.7005788373267649e+01,-4.4730084262141041e+01,-2.3483294237624045e+02
-2.5884423965119961e+01,-3.6013111603645164e+01,-2.0707539172095969e+02
-2.3780735612517852e+01,-2.3780735612517851e+03,-1.1890367806258926e+03
-2.6094807300374327e+01,-1.8556307413599523e+03,-1.1597692133499702e+03
-2.7832304589856584e+01,-1.4843895781256842e+03,-1.1132921835942632e+03
-2.9152418643437009e+01,-1.2115290864804990e+03,-1.0600879506704366e+03
-3.0161247267865317e+01,-1.0053749089288440e+03,-1.0053749089288440e+03
-3.1517746520878404e+01,-7.2040563476293494e+02,-9.0050704345366864e+02
-3.2645550807691393e+01,-4.1454667692306532e+02,-7.2545668461536434e+02
-3.2666572585610879e+01,-2.6397230372210811e+02,-5.9393768337474330e+02
-3.2645550807691393e+01,-4.1454667692306532e+02,-7.2545668461536434e+02
-3.2666572585610879e+01,-2.6397230372210811e+02,-5.9393768337474330e+02
-3.2135743674902514e+01,-1.7978038419525879e+02,-4.9439605653696174e+02
-3.1309518657823130e+01,-1.2844930731414618e+02,-4.1746024877097506e+02
-3.0321585829013483e+01,-9.5126543777297215e+01,-3.5672453916486455e+02
-2.9247595650545801e+01,-7.2439865388348736e+01,-3.0786942790048209e+02
-2.8132895411512813e+01,-5.6406807842632212e+01,-2.6793233725250298e+02
-2.7005788373267649e+01,-4.4730084262141041e+01,-2.3483294237624045e+02
-2.5884423965119961e+01,-3.6013111603645164e+01,-2.0707539172095969e+02
-2.3780735612517852e+01,-2.3780735612517851e+03,-1.1890367806258926e+03
-2.6094807300374327e+01,-1.8556307413599523e+03,-1.1597692133499702e+03
-2.7832304589856584e+01,-1.4843895781256842e+03,-1.1132921835942632e+03
-2.9152418643437009e+01,-1.2115290864804990e+03,-1.0600879506704366e+03
-3.0161247267865317e+01,-1.0053749089288440e+03,-1.0053749089288440e+03
-3.1517746520878404e+01,-7.2040563476293494e+02,-9.0050704345366864e+02
-3.2645550807691393e+01,-4.1454667692306532e+02,-7.2545668461536434e+02
-3.2666572585610879e+01,-2.6397230372210811e+02,-5.9393768337474330e+02
-3.2645550807691393e+01,-4.1454667692306532e+02,-7.2545668461536434e+02
-3.2666572585610879e+01,-2.6397230372210811e+02,-5.9393768337474330e+02
-3.2135743674902514e+01,-1.7978038419525879e+02,-4.9439605653696174e+02
-3.1309518657823130e+01,-1.2844930731414618e+02,-4.1746024877097506e+02
-3.0321585829013483e+01,-9.5126543777297215e+01,-3.5672453916486455e+02
-2.9247595650545801e+01,-7.2439865388348736e+01,-3.0786942790048209e+02
-2.8132895411512813e+01,-5.6406807842632212e+01,-2.6793233725250298e+02
-2.7005788373267649e+01,-4.4730084262141041e+01,-2.3483294237624045e+02
-2.5884423965119961e+01,-3.6013111603645164e+01,-2.0707539172095969e+02
-2.3780735612517852e+01,-2.3780735612517851e+03,-1.1890367806258926e+03
-2.7832304589856584e+01,-1.4843895781256842e+03,-1.1132921835942632e+03
-3.2276549115939666e+01,-5.3794248526566105e+02,-8.0691372789849163e+02
-3.1749352314930771e+01,-1.5118739197586083e+02,-4.5356217592758247e+02
-3.1749352314930771e+01,-1.5118739197586083e+02,-4.5356217592758247e+02
-3.1749352314930771e+01,-1.5118739197586083e+02,-4.5356217592758247e+02
-2.5329767819724292e+01,-3.2474061307338836e+01,-1.9484436784403300e+02
-2.3780735612517852e+01,-2.3780735612517851e+03,-1.1890367806258926e+03
-2.7832304589856584e+01,-1.4843895781256842e+03,-1.1132921835942632e+03
-3.2276549115939666e+01,-5.3794248526566105e+02,-8.0691372789849163e+02
-3.1749352314930771e+01,-1.5118739197586083e+02,-4.5356217592758247e+02
-3.1749352314930771e+01,-1.5118739197586083e+02,-4.5356217592758247e+02
-3.1749352314930771e+01,-1.5118739197586083e+02,-4.5356217592758247e+02
-2.5329767819724292e+01,-3.2474061307338836e+01,-1.9484436784403300e+02
-2.3780735612517852e+01,-2.3780735612517851e+03,-1.1890367806258926e+03
-2.7832304589856584e+01,-1.4843895781256842e+03,-1.1132921835942632e+03
-3.2276549115939666e+01,-5.3794248526566105e+02,-8.0691372789849163e+02
