j1,j2,j3,j4,j5,j6,j7,j8
9.8955493256789928e-01,-9.3018163661382530e+01,2.1326285479854796e-03,-4.1888236888111600e-02,1.0388282748251677e-01,1.6290194262205044e-35,-1.0351603943918196e-33,9.2646855298067850e-33
9.7921896456945956e-01,-1.8409316533905840e+02,2.5964763581439957e-03,-5.0176386325861085e-02,1.2243038263510105e-01,3.9768030979016801e-35,-2.5129418775640719e-33,2.2365182710320240e-32
9.6899095645373967e-01,-2.7325544971995458e+02,3.1511115984444414e-03,-5.9896329263231941e-02,1.4375119023175664e-01,9.6598513005833355e-35,-6.0697675647215393e-33,5.3717442947785631e-32
9.5886978057248451e-01,-3.6053503749525419e+02,3.8120049296441576e-03,-7.1250946540964880e-02,1.6815223383667710e-01,2.3347227834872729e-34,-1.4587347951228480e-32,1.2836866197081064e-31
9.4885432105580125e-01,-4.4596153089622658e+02,4.5967764172778740e-03,-8.4463008601630571e-02,1.9595417995578293e-01,5.6147280923879347e-34,-3.4881498273960046e-32,3.0521310989715042e-31
9.3894347368913322e-01,-5.2956411916067111e+02,5.5253979888039281e-03,-9.9775426722625821e-02,2.2748797292758688e-01,1.3435401977587408e-33,-8.2990478015557420e-32,7.2201715873534960e-31
9.2913614579151926e-01,-6.1137158393081972e+02,6.6203966096800518e-03,-1.1745113217301187e-01,2.6309053606754657e-01,3.1989034167257888e-33,-1.9646065333821431e-31,1.6993846513755537e-30
9.1943125609512466e-01,-6.9141230458353380e+02,7.9070540515934415e-03,-1.3777250979496414e-01,3.0309952154892111e-01,7.5784452676184299e-33,-4.6273986804078133e-31,3.9795628651507192e-30
9.0982773462602995e-01,-7.6971426349362139e+02,9.4135983697016309e-03,-1.6104031003015973e-01,3.4784706966514500e-01,1.7864367185175071e-32,-1.0844564099760527e-30,9.2721023052952506e-30
9.0032452258626561e-01,-8.4630505123108969e+02,1.1171381433530834e-02,-1.8757196282155611e-01,3.9765256118169900e-01,4.1900931944943974e-32,-2.5287212428773686e-30,2.1494130564457636e-29
8.9092057223707810e-01,-9.2121187169313873e+02,1.3215036089234848e-02,-2.1769921851961918e-01,4.5281437452080786e-01,9.7788606158146343e-32,-5.8668274264579902e-30,4.9574691753570018e-29
8.8161484678341606e-01,-9.9446154717169327e+02,1.5582605794334500e-02,-2.5176504529790367e-01,5.1360069240772355e-01,2.2708129220263912e-31,-1.3543128266965397e-29,1.1376227744250933e-28
8.7240632025962206e-01,-1.0660805233572582e+03,1.8315638888734179e-02,-2.9011971999754937e-01,5.8023943999509875e-01,5.2469023967954085e-31,-3.1106260859401582e-29,2.5973727817600319e-28
8.6329397741631941e-01,-1.1360948742798764e+03,2.1459239080080395e-02,-3.3311606008790395e-01,6.5290747777229174e-01,1.2062939277811485e-30,-7.1086901164143080e-29,5.9002127966238759e-28
8.5427681360847951e-01,-1.2045303071879562e+03,2.5062063262558762e-02,-3.8110375879577357e-01,7.3171921688788522e-01,2.7595090675220421e-30,-1.6163824363010365e-28,1.3335155099483549e-27
8.4535383468465874e-01,-1.2714121673657266e+03,2.9176257493216957e-02,-4.3442280357100327e-01,8.1671487071348614e-01,6.2811481476060214e-30,-3.6568844515362259e-28,2.9986452502597054e-27
8.3652405687739251e-01,-1.3367654428900732e+03,3.3857321857023122e-02,-4.9339597995802653e-01,9.0784860312276883e-01,1.4225737013624792e-29,-8.2317227229339862e-28,6.7088540191911985e-27
8.2778650669473364e-01,-1.4006147693274893e+03,3.9163895098987066e-02,-5.5832048853115968e-01,1.0049768793560874e+00,3.2058193233950011e-29,-1.8436666928844649e-27,1.4933700212364167e-26
8.1914022081292404e-01,-1.4629844343718823e+03,4.5157450324860911e-02,-6.2945873156830123e-01,1.1078473675602101e+00,7.1883933949531957e-29,-4.1085262448854990e-27,3.3073636271328263e-26
8.1058424597018708e-01,-1.5238983824239517e+03,5.1901893803805367e-02,-7.0702835815295817e-01,1.2160887760230881e+00,1.6038108905486379e-28,-9.1096458583162625e-27,7.2877166866530100e-26
8.0211763886162990e-01,-1.5833802191128575e+03,5.9463059974303172e-02,-7.9119169079408835e-01,1.3292020405340683e+00,3.5604345564510651e-28,-2.0096872853888034e-26,1.5977013918840990e-25
7.9373946603524270e-01,-1.6414532157608819e+03,6.7908097178709423e-02,-8.8204469263482099e-01,1.4465532959211063e+00,7.8646859357664751e-28,-4.4113023413714156e-26,3.4849288496834185e-25
7.8544880378898496e-01,-1.6981403137917855e+03,7.7304740443299741e-02,-9.7960567089749417e-01,1.5673690734359906e+00,1.7285752440372642e-27,-9.6342141226416902e-26,7.5628580862737278e-25
7.7724473806894612e-01,-1.7534641290835425e+03,8.7720469779792393e-02,-1.0838039482232911e+00,1.6907341592283343e+00,3.7802778447760720e-27,-2.0935178704369887e-25,1.6329439389408512e-24
7.6912636436857051e-01,-1.8074469562661407e+03,9.9221554998863246e-02,-1.1944687676983152e+00,1.8155925269014390e+00,8.2259805951439030e-27,-4.5263458224779325e-25,3.5079180124203979e-24
7.6109278762893429e-01,-1.8601107729651153e+03,1.1187199087002818e-01,-1.3113187281821224e+00,1.9407517177095410e+00,1.7810666347570930e-26,-9.7370912922170274e-25,7.4975602950071114e-24
7.5314312214006451e-01,-1.9114772439914836e+03,1.2573232959442790e-01,-1.4339520725585313e+00,2.0648909844842853e+00,3.8370829053445330e-26,-2.0841115800378831e-24,1.5943453587289805e-23
7.4527649144328856e-01,-1.9615677254787354e+03,1.4085842092104500e-01,-1.5618381711725471e+00,2.1865734396415659e+00,8.2252806516066852e-26,-4.4383614396069667e-24,3.3731546941012944e-23
7.3749202823460402e-01,-2.0104032689675305e+03,1.5730007376080374e-01,-1.6943105544923691e+00,2.3042623541096221e+00,1.7544007135665607e-25,-9.4044650250735486e-24,7.1003710939305293e-23
7.2978887426905681e-01,-2.0580046254387403e+03,1.7509965675011338e-01,-1.8305618515283852e+00,2.4163416440174683e+00,3.7233631217505106e-25,-1.9826908623321472e-23,1.4870181467491105e-22
