j1,j2,j3,j4,j5,j6,j7,j8
9.8906527809307765e-01,-9.7935590521192069e+01,1.6503638298363576e-09,-6.4135254357688256e-08,2.8841096957032612e-07,3.8796613618608510e-27,-2.2326492476954958e-25,1.7410949758070605e-24
9.7825012432933700e-01,-1.9372938414810523e+02,2.4124381477910884e-09,-9.2866259507843347e-08,4.1367335413503533e-07,8.6011032765927089e-27,-4.9172162031503003e-25,3.8094276284100278e-24
9.6755323126438342e-01,-2.8741651081086951e+02,3.5137456898464193e-09,-1.3397302478382572e-07,5.9110172692359229e-07,1.8968645508789618e-26,-1.0772610150283234e-24,8.2905023766056055e-24
9.5697330575036321e-01,-3.7903158825825960e+02,5.0994356117639945e-09,-1.9256364120567429e-07,8.4144221145269964e-07,4.1614079597775715e-26,-2.3476057522751409e-24,1.7946729542730094e-23
9.4650906877963481e-01,-4.6860872905839562e+02,7.3741428641941021e-09,-2.7575789197819955e-07,1.1932795067384639e-06,9.0816776312405697e-26,-5.0889913190796586e-24,3.8643158818145753e-23
9.3615925533014943e-01,-5.5618154750758276e+02,1.0625237099909158e-08,-3.9343911983610843e-07,1.6858319412762780e-06,1.9715767377367876e-25,-1.0973377374067749e-23,8.2764143668087393e-23
9.2592261421252275e-01,-6.4178316644846325e+02,1.5254689100423111e-08,-5.5927090627917550e-07,2.3726786517916098e-06,4.2577788862149785e-25,-2.3536978472853472e-23,1.7631676048938325e-22
9.1579790791877824e-01,-7.2544622399863465e+02,2.1822562191055506e-08,-7.9206561217397113e-07,3.3267058806527981e-06,9.1469085670865382e-25,-5.0218371044523196e-23,3.7361661909985626e-22
9.0578391247274503e-01,-8.0720288019088048e+02,3.1106114542338987e-08,-1.1176181652633926e-06,4.6466393462691870e-06,1.9547327393020233e-24,-1.0658001268837798e-22,7.8747981378246493e-22
8.9587941728209153e-01,-8.8708482352614055e+02,4.4179769123049639e-08,-1.5711519886694588e-06,6.4656290649922999e-06,4.1554900916292128e-24,-2.2500380531094724e-22,1.6509455751440152e-21
8.8608322499197611e-01,-9.6512327744033382e+02,6.2522849824921223e-08,-2.2005663347867431e-06,8.9624757291878292e-06,8.7877750338645787e-24,-4.7250304892186384e-22,3.4427507500003017e-21
8.7639415134029997e-01,-1.0413490066861377e+03,8.8164091464272437e-08,-3.0707275242700587e-06,1.2376238089645106e-05,1.8486616204896845e-23,-9.8700584748785831e-22,7.1409716324661263e-21
8.6681102501454055e-01,-1.1157923236308063e+03,1.2387462586087252e-07,-4.2691130394503233e-06,1.7025143512429280e-05,3.8686348056628612e-23,-2.0508546863065656e-21,1.4732868947176817e-20
8.5733268751015224e-01,-1.1884830944711034e+03,1.7342456874949279e-07,-5.9131998075568948e-06,2.3330944116480645e-05,8.0534109285499364e-23,-4.2388670488266514e-21,3.0233958482138407e-20
8.4795799299051433e-01,-1.2594507453664110e+03,2.4192265426813789e-07,-8.1600894436305618e-06,3.1850124036689504e-05,1.6677225450825140e-22,-8.7149344497311762e-21,6.1713436622514963e-20
8.3868580814841098e-01,-1.3287242684910539e+03,3.3626378904092847e-07,-1.1218987210722802e-05,4.3313674850041622e-05,3.4354968531428544e-22,-1.7822866468351056e-20,1.2529704627685810e-19
8.2951501206902567e-01,-1.3963322280068830e+03,4.6571616654991892e-07,-1.5367301875426475e-05,5.8677521297974284e-05,7.0400724012016392e-22,-3.6256823161616824e-20,2.5303328445441328e-19
8.2044449609443348e-01,-1.4623027659571283e+03,6.4268797443001163e-07,-2.0971314698331331e-05,7.9186102816272949e-05,1.4351143634858824e-21,-7.3366934030128676e-20,5.0826418894919736e-19
8.1147316368957578e-01,-1.5266636080825340e+03,8.8372406498604000e-07,-2.8512581956176643e-05,1.0645210168041802e-04,2.9101656614415394e-21,-1.4767571172401540e-19,1.0154901492941740e-18
8.0259993030969978e-01,-1.5894420695607714e+03,1.2107956095072465e-06,-3.8621491216823445e-05,1.4255585777874616e-04,5.8704410043651230e-21,-2.9567560891795004e-19,2.0180668730947806e-18
7.9382372326924799e-01,-1.6506650606701091e+03,1.6529611314381664e-06,-5.2119691581854969e-05,1.9016862274173437e-04,1.1780007286297800e-20,-5.8886980966984133e-19,3.9890391739468536e-18
7.8514348161218106e-01,-1.7103590923783136e+03,2.2484958665910098e-06,-7.0073466452446741e-05,2.5270447871668362e-04,2.3514849602538729e-20,-1.1665948904743712e-18,7.8428374888179296e-18
7.7655815598371902e-01,-1.7685502818577340e+03,3.0476086228690943e-06,-9.3860517580676681e-05,3.3450647151802508e-04,4.6693955696957440e-20,-2.2988861401524351e-18,1.5337322109832686e-17
7.6806670850348457e-01,-1.8252643579275239e+03,4.1158917295289405e-06,-1.2525308367434043e-04,4.4107327077751391e-04,9.2236102572960296e-20,-4.5062063676228545e-18,2.9832970032504124e-17
7.5966811264003375e-01,-1.8805266664239266e+03,5.5386808154139598e-06,-1.6652082645213454e-04,5.7933345090172277e-04,1.8124374839622439e-19,-8.7861885193176972e-18,5.7718266743807731e-17
7.5136135308675844e-01,-1.9343621754995504e+03,7.4265375730619467e-06,-2.2055748037999717e-04,7.5797525786576382e-04,3.5428025003540165e-19,-1.7040619394964025e-17,1.1107059340640842e-16
7.4314542563914576e-01,-1.9867954808525467e+03,9.9221108594464896e-06,-2.9103587496073644e-04,9.8784045042814121e-04,6.8889441638561004e-19,-3.2874960361158456e-17,2.1259502271469520e-16
7.3501933707338030e-01,-2.0378508108865865e+03,1.3208679901488470e-05,-3.8259659217820742e-04,1.2823914317795023e-03,1.3325398393489022e-18,-6.3086970841775386e-17,4.0473841768396353e-16
7.2698210502627247e-01,-2.0875520318025219e+03,1.7520738359280030e-05,-5.0107620354002613e-04,1.6582613585751171e-03,2.5640680947941027e-18,-1.2042266978272318e-16,7.6641188271436676e-16
7.1903275787650112e-01,-2.1359226526226180e+03,2.3157039741355350e-05,-6.5378172238926102e-04,2.1358971556335684e-03,4.9079566988995037e-18,-2.2864963877803453e-16,1.4434960453005365e-15
7.1117033462715407e-01,-2.1829858301482100e+03,3.0496593137156152e-05,-8.4981858224527957e-04,2.7403052900399497e-03,9.3453098521806139e-18,-4.3184313667737226e-16,2.7041676913078134e-15
7.0339388478955323e-01,-2.2287643738516513e+03,4.0018173116898551e-05,-1.1004800775558298e-03,3.5019096687495654e-03,1.7701436173828075e-17,-8.1128657264197055e-16,5.0386634868807042e-15
6.9570246826834969e-01,-2.2732807507033881e+03,5.2323988263776085e-05,-1.4197067373131248e-03,4.4575300078961771e-03,3.3353784371556399e-17,-1.5160545839001498e-15,9.3381283868083812e-15
6.8809515524787579e-01,-2.3165570899349982e+03,6.8168238003955467e-05,-1.8246244928889117e-03,5.6514873588190640e-03,6.2517779619691066e-17,-2.8180401583367336e-15,1.7213377444571150e-14
6.8057102607973974e-01,-2.3586151877390221e+03,8.8491375486532130e-05,-2.3361706875003260e-03,7.1368410376364873e-03,1.1656919272379914e-16,-5.2103968431906349e-15,3.1559716756739727e-14
6.7312917117164894e-01,-2.3994765119063850e+03,1.1446098288334726e-04,-2.9798168840385673e-03,8.9767578623136546e-03,2.1621501377344638e-16,-9.5826404298378226e-15,5.7551920255668986e-14
6.6576869087744983e-01,-2.4391622064022326e+03,1.4752025151752658e-04,-3.7863969788106315e-03,1.1246010228116514e-02,3.9894196426378335e-16,-1.7530318915176385e-14,1.0438670612240576e-13
6.5848869538836918e-01,-2.4776930958809535e+03,1.8944513873266666e-04,-4.7930482303951494e-03,1.4032594035713556e-02,7.3224330715638337e-16,-3.1899518673259890e-14,1.8831639467343158e-13
6.5128830462544518e-01,-2.5150896901411825e+03,2.4241134149781437e-04,-6.0442713674751800e-03,1.7439450734240865e-02,1.3369738569131676e-15,-5.7738775862831460e-14,3.3789946993842347e-13
6.4416664813313496e-01,-2.5513721885215600e+03,3.0907227753797272e-04,-7.5931138448572799e-03,2.1586269695465815e-02,2.4283553263717387e-15,-1.0395360818599000e-13,6.0303453332453515e-13
6.3712286497408488e-01,-2.5865604842379967e+03,3.9264929140513810e-04,-9.5024774697628246e-03,2.6611337781274939e-02,4.3875630399485648e-15,-1.8616564031476530e-13,1.0704119997243691e-12
6.3015610362505159e-01,-2.6206741686632104e+03,4.9703529748271061e-04,-1.1846547921696510e-02,3.2673392350639242e-02,7.8859917661217538e-15,-3.3162468254202020e-13,1.8897861284635025e-12
6.2326552187396189e-01,-2.6537325355492762e+03,6.2691302563820227e-04,-1.4712339049502355e-02,3.9953422192788308e-02,1.4099739351482734e-14,-5.8759880302961579e-13,3.3183791208657167e-12
6.1645028671809721e-01,-2.6857545851939176e+03,7.8788893849852796e-04,-1.8201339176414345e-02,4.8656348176613580e-02,2.5077697798976283e-14,-1.0356214924361133e-12,5.7954842075887983e-12
6.0970957426339234e-01,-2.7167590285512761e+03,9.8664373192019019e-04,-2.2431239931083837e-02,5.9012502078574260e-02,4.4369655832063286e-14,-1.8155434528957046e-12,1.0067056754914399e-11
6.0304256962483405e-01,-2.7467642912878568e+03,1.2311001016652825e-03,-2.7537720337222168e-02,7.1278808509818589e-02,7.8091950543917866e-14,-3.1658986374218844e-12,1.7392540484350635e-11
5.9644846682795061e-01,-2.7757885177843846e+03,1.5306081491617322e-03,-3.3676250068364111e-02,8.5739561643513151e-02,1.3672511468438005e-13,-5.4912527725009901e-12,2.9886142052462304e-11
5.8992646871137677e-01,-2.8038495750842389e+03,1.8961483976802555e-03,-4.1023865993357805e-02,1.0270667620226794e-01,2.3812891724776392e-13,-9.4739093038705432e-12,5.1076554125145629e-11
5.8347578683048518e-01,-2.8309650567891813e+03,2.3405518886106709e-03,-4.9780865552723305e-02,1.2251928167766316e-01,4.1257014088111883e-13,-1.6258094125720269e-11,8.6819395040709497e-11
5.7709564136207103e-01,-2.8571522869030373e+03,2.8787362189022225e-03,-6.0172349339404081e-02,1.4554252090082453e-01,7.1105838921533094e-13,-2.7751848273801201e-11,1.4677559237048923e-10
5.7078526101007976e-01,-2.8824283236240253e+03,3.5279556608666207e-03,-7.2449533813822520e-02,1.7216540983402065e-01,1.2190865819175386e-12,-4.7118915062463512e-11,2.4679212332070097e-10
5.6454388291236446e-01,-2.9068099630863753e+03,4.3080626735521434e-03,-8.6890743752598282e-02,2.0279761583621295e-01,2.0791491872372902e-12,-7.9575420454926050e-11,4.1271239551627122e-10
5.5837075254846358e-01,-2.9303137430519032e+03,5.2417771741662721e-03,-1.0380198329075298e-01,2.3786501771767624e-01,3.5274313439869713e-12,-1.3367249927805151e-10,6.8643725867325354e-10
5.5226512364838720e-01,-2.9529559465521947e+03,6.3549588970525442e-03,-1.2351697483245105e-01,2.7780392365749174e-01,5.9532387732747281e-12,-2.2334889672559822e-10,1.1355064436205567e-09
5.4622625810240000e-01,-2.9747526054820178e+03,7.6768770409423254e-03,-1.4639654731784107e-01,3.2305384344101157e-01,9.9947019772415061e-12,-3.7119600837722806e-10,1.8681512190433909e-09
