x,y
1.0000000000000000e+00,9.7587760000000003e+01
2.0000000000000000e+00,9.7763440000000003e+01
3.0000000000000000e+00,9.6567049999999995e+01
4.0000000000000000e+00,9.2520370000000000e+01
5.0000000000000000e+00,9.1150970000000001e+01
6.0000000000000000e+00,9.5217280000000002e+01
7.0000000000000000e+00,9.0213549999999998e+01
8.0000000000000000e+00,8.9292349999999999e+01
9.0000000000000000e+00,9.1514790000000005e+01
1.0000000000000000e+01,8.9609660000000005e+01
1.1000000000000000e+01,8.6561869999999999e+01
1.2000000000000000e+01,8.5553160000000005e+01
1.3000000000000000e+01,8.7130539999999996e+01
1.4000000000000000e+01,8.5679400000000001e+01
1.5000000000000000e+01,8.0048509999999993e+01
1.6000000000000000e+01,8.2189250000000001e+01
1.7000000000000000e+01,8.7240809999999996e+01
1.8000000000000000e+01,8.0794070000000005e+01
1.9000000000000000e+01,8.1285700000000006e+01
2.0000000000000000e+01,8.1569400000000002e+01
2.1000000000000000e+01,7.9227149999999995e+01
2.2000000000000000e+01,7.9432749999999999e+01
2.3000000000000000e+01,7.7901949999999999e+01
2.4000000000000000e+01,7.6754679999999993e+01
2.5000000000000000e+01,7.7173770000000005e+01
2.6000000000000000e+01,7.4273480000000006e+01
2.7000000000000000e+01,7.3119000000000000e+01
2.8000000000000000e+01,7.3848259999999996e+01
2.9000000000000000e+01,7.2478700000000003e+01
3.0000000000000000e+01,7.1922920000000005e+01
3.1000000000000000e+01,6.6921760000000006e+01
3.2000000000000000e+01,6.7938350000000000e+01
3.3000000000000000e+01,6.9562070000000006e+01
3.4000000000000000e+01,6.9070660000000004e+01
3.5000000000000000e+01,6.6539829999999995e+01
3.6000000000000000e+01,6.3878830000000001e+01
3.7000000000000000e+01,6.9715369999999993e+01
3.8000000000000000e+01,6.3605879999999999e+01
3.9000000000000000e+01,6.3371540000000003e+01
4.0000000000000000e+01,6.0018349999999998e+01
4.1000000000000000e+01,6.2674810000000001e+01
4.2000000000000000e+01,6.5806659999999994e+01
4.3000000000000000e+01,5.9143039999999999e+01
4.4000000000000000e+01,5.6629510000000003e+01
4.5000000000000000e+01,6.1217849999999999e+01
4.6000000000000000e+01,5.4387900000000002e+01
4.7000000000000000e+01,6.2934429999999999e+01
4.8000000000000000e+01,5.6651440000000001e+01
4.9000000000000000e+01,5.7133620000000001e+01
5.0000000000000000e+01,5.8296889999999998e+01
5.1000000000000000e+01,5.8917439999999999e+01
5.2000000000000000e+01,5.8501719999999999e+01
5.3000000000000000e+01,5.5228850000000001e+01
5.4000000000000000e+01,5.8303750000000001e+01
5.5000000000000000e+01,5.7432369999999999e+01
5.6000000000000000e+01,5.1694070000000004e+01
5.7000000000000000e+01,4.9931319999999999e+01
5.8000000000000000e+01,5.3707599999999999e+01
5.9000000000000000e+01,5.5397120000000001e+01
6.0000000000000000e+01,5.2897089999999999e+01
6.1000000000000000e+01,5.2316490000000002e+01
6.2000000000000000e+01,5.3987200000000001e+01
6.3000000000000000e+01,5.3541580000000003e+01
6.4000000000000000e+01,5.6450460000000000e+01
6.5000000000000000e+01,5.1322760000000002e+01
6.6000000000000000e+01,5.3116759999999999e+01
6.7000000000000000e+01,5.3286310000000000e+01
6.8000000000000000e+01,4.9805549999999997e+01
6.9000000000000000e+01,5.4695639999999997e+01
7.0000000000000000e+01,5.6416269999999997e+01
7.1000000000000000e+01,5.4593620000000001e+01
7.2000000000000000e+01,5.4385199999999998e+01
7.3000000000000000e+01,6.0153540000000000e+01
7.4000000000000000e+01,5.9787730000000003e+01
7.5000000000000000e+01,6.0499949999999998e+01
7.6000000000000000e+01,6.5438850000000002e+01
7.7000000000000000e+01,6.0700009999999999e+01
7.8000000000000000e+01,6.3718649999999997e+01
7.9000000000000000e+01,6.7771389999999997e+01
8.0000000000000000e+01,6.4709339999999997e+01
8.1000000000000000e+01,7.0781930000000003e+01
8.2000000000000000e+01,7.0386510000000001e+01
8.3000000000000000e+01,7.7223590000000002e+01
8.4000000000000000e+01,7.9526650000000004e+01
8.5000000000000000e+01,8.0130769999999998e+01
8.6000000000000000e+01,8.5678229999999999e+01
8.7000000000000000e+01,8.5206469999999996e+01
8.8000000000000000e+01,9.0245480000000001e+01
