j1,j2,j3
9.4797655591935155e-03,3.1896856748558128e-01,-7.7933638244672110e+01
9.3422643465090847e-03,3.1046225972461566e-01,-7.7044114582566834e+01
9.2703470987103818e-03,3.0605531400679059e-01,-7.6577447932199306e+01
9.2178330895072279e-03,3.0285565492597277e-01,-7.6236066203208679e+01
9.1765147215850627e-03,3.0034900657594094e-01,-7.5967093845782799e+01
9.1425158087109354e-03,2.9829358610444473e-01,-7.5745523174908456e+01
9.1136786456413564e-03,2.9655530587489343e-01,-7.5557416743757329e+01
9.0886449425433870e-03,2.9505008077651190e-01,-7.5393989947898476e+01
9.0665402630978140e-03,2.9372389808913590e-01,-7.5249583464280491e+01
9.0467601659075924e-03,2.9253950755579677e-01,-7.5120282499245278e+01
9.0288682828992654e-03,2.9147007352219323e-01,-7.5003258909659436e+01
9.0125406731450201e-03,2.9049570991838902e-01,-7.4896412001978575e+01
8.9975295219968145e-03,2.8960122988306630e-01,-7.4798133866882793e+01
8.9836415703794803e-03,2.8877480757434043e-01,-7.4707169971574970e+01
8.9707230138476070e-03,2.8800704474101108e-01,-7.4622521449638882e+01
8.9586496398399822e-03,2.8729036101080507e-01,-7.4543381287600951e+01
8.9473187734603245e-03,2.8661849940781370e-01,-7.4469082095242371e+01
8.9366454265821585e-03,2.8598628642624552e-01,-7.4399071254657699e+01
8.9265606488536601e-03,2.8538952548494767e-01,-7.4332900410781448e+01
8.9170019669024894e-03,2.8482442470326025e-01,-7.4270162962690492e+01
8.9079170425398341e-03,2.8428780908416623e-01,-7.4210518215173565e+01
8.8992654155606293e-03,2.8377721911702275e-01,-7.4153702971425446e+01
8.8910051376363854e-03,2.8329011882139732e-01,-7.4099443866730098e+01
8.8831040663632788e-03,2.8282456037464548e-01,-7.4047531602690114e+01
8.8755341110781615e-03,2.8237884246207323e-01,-7.3997783231156887e+01
8.8682655424951948e-03,2.8195117413490173e-01,-7.3950004796135488e+01
8.8612801265087991e-03,2.8154044661439276e-01,-7.3904077699583723e+01
8.8545541586198834e-03,2.8114523406955449e-01,-7.3859847216630897e+01
8.8480697222538575e-03,2.8076445524156607e-01,-7.3817196527466905e+01
