j1,j2,j3
3.8574996959278359e-23,1.1456774096905671e-21,-1.1572499087783506e-22
5.1535142183099623e-19,1.2368434123943910e-17,-1.3914488389436900e-18
2.5328331098188349e-15,4.7870545775575981e-14,-6.0787994635652050e-15
4.5794696912911060e-12,6.5944363554591926e-11,-9.6168863517113225e-12
3.0459959489425257e-09,3.1982957463896518e-08,-5.4827927080965467e-09
7.4533063441573419e-07,5.3663805677932856e-06,-1.1179959516236013e-06
6.7092525580502365e-05,3.0191636511226068e-04,-8.0511030696602841e-05
2.2217993076484614e-03,5.3323183383563065e-03,-1.9996193768836148e-03
5.2242819707836469e-03,9.8582200788687440e-03,-4.2316683963347541e-03
1.1226952566826745e-02,1.6032088265428592e-02,-8.0834058481152569e-03
2.2050105060897045e-02,2.2557257477297674e-02,-1.3891566188365137e-02
3.9579739816722928e-02,2.6597585156837803e-02,-2.1373059501030384e-02
6.4930493471669945e-02,2.4348935051876228e-02,-2.9218722062251477e-02
9.7350451191994342e-02,1.2850259557343251e-02,-3.5046162429117955e-02
1.3339536217169487e-01,-7.6035356437866098e-03,-3.6016747786357613e-02
1.6705404228225440e-01,-3.2074376118192846e-02,-3.0069727610805792e-02
1.9119949636661998e-01,-5.2197462508087260e-02,-1.7207954672995796e-02
2.0000000000000001e-01,-5.9999999999999998e-02,0.0000000000000000e+00
1.9119949636661998e-01,-5.2197462508087260e-02,1.7207954672995796e-02
1.6705404228225440e-01,-3.2074376118192846e-02,3.0069727610805792e-02
1.3339536217169487e-01,-7.6035356437866098e-03,3.6016747786357613e-02
9.7350451191994342e-02,1.2850259557343251e-02,3.5046162429117955e-02
6.4930493471669945e-02,2.4348935051876228e-02,2.9218722062251477e-02
3.9579739816722928e-02,2.6597585156837803e-02,2.1373059501030384e-02
2.2050105060897045e-02,2.2557257477297674e-02,1.3891566188365137e-02
1.1226952566826745e-02,1.6032088265428592e-02,8.0834058481152569e-03
5.2242819707836469e-03,9.8582200788687440e-03,4.2316683963347541e-03
2.2217993076484614e-03,5.3323183383563065e-03,1.9996193768836148e-03
6.7092525580502365e-05,3.0191636511226068e-04,8.0511030696602841e-05
7.4533063441573419e-07,5.3663805677932856e-06,1.1179959516236013e-06
3.0459959489425257e-09,3.1982957463896518e-08,5.4827927080965467e-09
4.5794696912911060e-12,6.5944363554591926e-11,9.6168863517113225e-12
2.5328331098188349e-15,4.7870545775575981e-14,6.0787994635652050e-15
5.1535142183099623e-19,1.2368434123943910e-17,1.3914488389436900e-18
3.8574996959278359e-23,1.1456774096905671e-21,1.1572499087783506e-22
