x,y
0.0000000000000000e+00,2.5133999999999999e+00
5.0000000000000003e-02,2.0443333732909998e+00
1.0000000000000001e-01,1.6684044365640001e+00
1.4999999999999999e-01,1.3664180212079999e+00
2.0000000000000001e-01,1.1232324873720001e+00
2.5000000000000000e-01,9.2688971800370001e-01
2.9999999999999999e-01,7.6793385637279998e-01
3.4999999999999998e-01,6.3887755231059995e-01
4.0000000000000002e-01,5.3378353174019999e-01
4.5000000000000001e-01,4.4793636173469997e-01
5.0000000000000000e-01,3.7758478843499999e-01
5.5000000000000004e-01,3.1973931993260002e-01
5.9999999999999998e-01,2.7201307737460001e-01
6.5000000000000002e-01,2.3249655290320001e-01
6.9999999999999996e-01,1.9965895460649999e-01
7.5000000000000000e-01,1.7227041269140000e-01
8.0000000000000004e-01,1.4934056601680001e-01
8.4999999999999998e-01,1.3007002069220000e-01
9.0000000000000002e-01,1.1381193246440000e-01
9.4999999999999996e-01,1.0004155875590000e-01
1.0000000000000000e+00,8.8332090845400002e-02
1.0500000000000000e+00,7.8335440193500000e-02
1.1000000000000001e+00,6.9766937434490001e-02
1.1499999999999999e+00,6.2393125367190001e-02
