x,y
0.0000000000000000e+00,2.5133999999999999e+00
5.0000000000000003e-02,2.0442999999999998e+00
1.0000000000000001e-01,1.6684000000000001e+00
1.4999999999999999e-01,1.3664000000000001e+00
2.0000000000000001e-01,1.1232000000000000e+00
2.5000000000000000e-01,9.2689999999999995e-01
2.9999999999999999e-01,7.6790000000000003e-01
3.4999999999999998e-01,6.3890000000000002e-01
4.0000000000000002e-01,5.3380000000000005e-01
4.5000000000000001e-01,4.4790000000000002e-01
5.0000000000000000e-01,3.7759999999999999e-01
5.5000000000000004e-01,3.1969999999999998e-01
5.9999999999999998e-01,2.7200000000000002e-01
6.5000000000000002e-01,2.3250000000000001e-01
6.9999999999999996e-01,1.9969999999999999e-01
7.5000000000000000e-01,1.7230000000000001e-01
8.0000000000000004e-01,1.4929999999999999e-01
8.4999999999999998e-01,1.3009999999999999e-01
9.0000000000000002e-01,1.1380000000000000e-01
9.4999999999999996e-01,1.0000000000000001e-01
1.0000000000000000e+00,8.8300000000000003e-02
1.0500000000000000e+00,7.8299999999999995e-02
1.1000000000000001e+00,6.9800000000000001e-02
1.1499999999999999e+00,6.2399999999999997e-02
