j1,j2,j3
6.1743762691213272e+05,4.1162508460808844e+01,-5.4883344614411794e+02
4.9620979911430681e+05,3.2538347482905365e+01,-4.2673242600531626e+02
4.0160560601045669e+05,2.5910039097448816e+01,-3.3432308512837182e+02
3.2722807977529569e+05,2.0776386017479091e+01,-2.6382712403148054e+02
2.6833728652087448e+05,1.6771080407554656e+01,-2.0963850509443321e+02
2.2139247439555381e+05,1.3624152270495621e+01,-1.6768187409840763e+02
1.8372808069264807e+05,1.1135035193493824e+01,-1.3497012355750090e+02
1.5332245129487934e+05,9.1535791817838419e+00,-1.0929646784219513e+02
1.2863135541749086e+05,7.5665503186759331e+00,-8.9018239043246268e+01
1.0846717792027243e+05,6.2879523432041990e+00,-7.2903795283526946e+01
9.1910580157904478e+04,5.2520331518802559e+00,-6.0023236021488650e+01
7.8245424496359265e+04,4.4081929293723530e+00,-4.9669779485885670e+01
6.6910495091286211e+04,3.7172497272936784e+00,-4.1302774747707538e+01
5.7463434892286816e+04,3.1486813639609217e+00,-3.4506097139297765e+01
4.9553630713671599e+04,2.6785746331714377e+00,-2.8957563601853384e+01
4.2901697232671453e+04,2.2880905190758107e+00,-2.4406298870141985e+01
