x,y
5.0000000000000000e+01,3.4780000000000000e+04
5.5000000000000000e+01,2.8610000000000000e+04
6.0000000000000000e+01,2.3650000000000000e+04
6.5000000000000000e+01,1.9630000000000000e+04
7.0000000000000000e+01,1.6370000000000000e+04
7.5000000000000000e+01,1.3720000000000000e+04
8.0000000000000000e+01,1.1540000000000000e+04
8.5000000000000000e+01,9.7440000000000000e+03
9.0000000000000000e+01,8.2610000000000000e+03
9.5000000000000000e+01,7.0300000000000000e+03
1.0000000000000000e+02,6.0050000000000000e+03
1.0500000000000000e+02,5.1470000000000000e+03
1.1000000000000000e+02,4.4270000000000000e+03
1.1500000000000000e+02,3.8200000000000000e+03
1.2000000000000000e+02,3.3070000000000000e+03
1.2500000000000000e+02,2.8720000000000000e+03
